Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 60, 76, 60, 76
0, 1, 136, 172, 136, 172
0, 2, 76, 97, 76, 97
0, 3, 83, 106, 83, 106
0, 4, 106, 156, 106, 156
0, 5, 118, 171, 118, 171
0, 6, 89, 114, 89, 114
0, 7, 100, 136, 100, 136
0, 8, 153, 236, 153, 236
0, 9, 159, 243, 159, 243
0, 10, 127, 191, 127, 191
0, 11, 166, 220, 166, 220
0, 12, 195, 258, 195, 258
0, 13, 165, 183, 165, 183
0, 14, 170, 238, 170, 238
0, 15, 163, 175, 163, 175
0, 16, 0, 9223372036854775807, 0, 9223372036854775807
0, 17, 0, 9223372036854775807, 0, 9223372036854775807
0, 18, 0, 9223372036854775807, 0, 9223372036854775807
