Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 77, 97, 77, 97
0, 1, 92, 116, 92, 116
0, 2, 81, 103, 81, 103
0, 3, 137, 173, 137, 173
0, 4, 161, 214, 161, 214
0, 5, 139, 186, 139, 186
0, 6, 137, 173, 137, 173
0, 7, 154, 194, 154, 194
0, 8, 182, 230, 182, 230
0, 9, 255, 322, 255, 322
0, 10, 0, 9223372036854775807, 0, 9223372036854775807
0, 11, 162, 204, 162, 204
0, 12, 181, 228, 181, 228
0, 13, 200, 252, 200, 252
0, 14, 235, 296, 235, 296
0, 15, 170, 183, 170, 183
0, 16, 219, 277, 219, 277
0, 17, 0, 9223372036854775807, 0, 9223372036854775807
0, 18, 0, 9223372036854775807, 0, 9223372036854775807
0, 19, 219, 230, 219, 230
0, 20, 0, 9223372036854775807, 0, 9223372036854775807
0, 21, 0, 9223372036854775807, 0, 9223372036854775807
