Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 56, 70, 56, 70
0, 1, 116, 146, 116, 146
0, 2, 63, 79, 63, 79
0, 3, 67, 84, 67, 84
0, 4, 145, 182, 145, 182
0, 5, 145, 182, 145, 182
0, 6, 83, 109, 83, 109
0, 7, 104, 135, 104, 135
0, 8, 108, 140, 108, 140
0, 9, 120, 155, 120, 155
0, 10, 139, 179, 139, 179
0, 11, 116, 151, 116, 151
0, 12, 144, 187, 144, 187
0, 13, 150, 194, 150, 194
0, 14, 188, 272, 188, 272
0, 15, 154, 195, 154, 195
0, 16, 174, 187, 174, 187
0, 17, 0, 9223372036854775807, 0, 9223372036854775807
0, 18, 0, 9223372036854775807, 0, 9223372036854775807
0, 19, 0, 9223372036854775807, 0, 9223372036854775807
0, 20, 0, 9223372036854775807, 0, 9223372036854775807
0, 21, 0, 9223372036854775807, 0, 9223372036854775807
