Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 76, 96, 76, 96
0, 1, 140, 177, 140, 177
0, 2, 140, 176, 140, 176
0, 3, 141, 178, 141, 178
0, 4, 217, 274, 217, 274
0, 5, 214, 270, 214, 270
0, 6, 146, 184, 146, 184
0, 7, 216, 273, 216, 273
0, 8, 250, 351, 250, 351
0, 9, 238, 336, 238, 336
0, 10, 187, 237, 187, 237
0, 11, 223, 317, 223, 317
0, 12, 248, 349, 248, 349
0, 13, 285, 363, 285, 363
0, 14, 286, 370, 286, 370
0, 15, 245, 350, 245, 350
0, 16, 276, 384, 276, 384
0, 17, 337, 414, 337, 414
0, 18, 0, 9223372036854775807, 0, 9223372036854775807
0, 19, 0, 9223372036854775807, 0, 9223372036854775807
