Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 37, 47, 37, 47
0, 1, 59, 75, 59, 75
0, 2, 92, 116, 92, 116
0, 3, 107, 135, 107, 135
0, 4, 169, 213, 169, 213
0, 5, 109, 138, 109, 138
0, 6, 129, 163, 129, 163
0, 7, 166, 209, 166, 209
0, 8, 228, 255, 228, 255
0, 9, 230, 257, 230, 257
0, 10, 125, 177, 125, 177
0, 11, 198, 269, 198, 269
0, 12, 152, 168, 152, 168
0, 13, 0, 9223372036854775807, 0, 9223372036854775807
0, 14, 0, 9223372036854775807, 0, 9223372036854775807
0, 15, 189, 201, 189, 201
0, 16, 0, 9223372036854775807, 0, 9223372036854775807
0, 17, 0, 9223372036854775807, 0, 9223372036854775807
0, 18, 0, 9223372036854775807, 0, 9223372036854775807
0, 19, 0, 9223372036854775807, 0, 9223372036854775807
