Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 48, 61, 48, 61
0, 1, 87, 110, 87, 110
0, 2, 123, 155, 123, 155
0, 3, 152, 211, 152, 211
0, 4, 220, 324, 220, 324
0, 5, 212, 314, 212, 314
0, 6, 125, 197, 125, 197
0, 7, 158, 239, 158, 239
0, 8, 188, 288, 188, 288
0, 9, 203, 307, 203, 307
0, 10, 74, 94, 74, 94
0, 11, 135, 171, 135, 171
0, 12, 141, 221, 141, 221
0, 13, 167, 261, 167, 261
0, 14, 135, 171, 135, 171
0, 15, 173, 261, 173, 261
0, 16, 151, 256, 151, 256
0, 17, 152, 278, 152, 278
0, 18, 236, 345, 236, 345
0, 19, 271, 393, 271, 393
0, 20, 190, 325, 190, 325
0, 21, 173, 318, 173, 318
0, 22, 317, 451, 317, 451
0, 23, 192, 328, 192, 328
0, 24, 0, 9223372036854775807, 0, 9223372036854775807
