Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 34, 43, 34, 43
0, 1, 66, 83, 66, 83
0, 2, 42, 54, 42, 54
0, 3, 118, 150, 118, 150
0, 4, 174, 256, 174, 256
0, 5, 188, 273, 188, 273
0, 6, 46, 60, 46, 60
0, 7, 49, 69, 49, 69
0, 8, 93, 125, 93, 125
0, 9, 67, 92, 67, 92
0, 10, 107, 141, 107, 141
0, 11, 142, 185, 142, 185
0, 12, 160, 250, 160, 250
0, 13, 196, 301, 196, 301
0, 14, 107, 174, 107, 174
0, 15, 109, 233, 109, 233
0, 16, 122, 247, 122, 247
0, 17, 173, 290, 173, 290
0, 18, 198, 268, 198, 268
0, 19, 233, 328, 233, 328
0, 20, 176, 188, 176, 188
0, 21, 267, 351, 267, 351
0, 22, 156, 306, 156, 306
0, 23, 259, 331, 259, 331
0, 24, 155, 294, 155, 294
0, 25, 0, 9223372036854775807, 0, 9223372036854775807
0, 26, 0, 9223372036854775807, 0, 9223372036854775807
0, 27, 0, 9223372036854775807, 0, 9223372036854775807
0, 28, 0, 9223372036854775807, 0, 9223372036854775807
