Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 1, 2, 1, 2
0, 1, 45, 58, 45, 58
0, 2, 19, 25, 19, 25
0, 3, 70, 89, 70, 89
0, 4, 84, 135, 84, 135
0, 5, 71, 119, 71, 119
0, 6, 75, 95, 75, 95
0, 7, 51, 66, 51, 66
0, 8, 79, 131, 79, 131
0, 9, 120, 182, 120, 182
0, 10, 60, 77, 60, 77
0, 11, 92, 117, 92, 117
0, 12, 107, 154, 107, 154
0, 13, 130, 182, 130, 182
0, 14, 90, 161, 90, 161
0, 15, 132, 197, 132, 197
0, 16, 166, 227, 166, 227
0, 17, 242, 323, 242, 323
0, 18, 0, 9223372036854775807, 0, 9223372036854775807
