Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 12, 16, 12, 16
0, 1, 58, 74, 58, 74
0, 2, 53, 68, 53, 68
0, 3, 129, 163, 129, 163
0, 4, 140, 177, 140, 177
0, 5, 176, 222, 176, 222
0, 6, 117, 149, 117, 149
0, 7, 92, 117, 92, 117
0, 8, 127, 161, 127, 161
0, 9, 167, 211, 167, 211
0, 10, 74, 95, 74, 95
0, 11, 78, 100, 78, 100
0, 12, 106, 152, 106, 152
0, 13, 250, 304, 250, 304
0, 14, 219, 277, 219, 277
0, 15, 173, 236, 173, 236
0, 16, 0, 9223372036854775807, 0, 9223372036854775807
0, 17, 0, 9223372036854775807, 0, 9223372036854775807
