Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 20, 26, 20, 26
0, 1, 99, 125, 99, 125
0, 2, 89, 113, 89, 113
0, 3, 139, 186, 139, 186
0, 4, 177, 234, 177, 234
0, 5, 207, 272, 207, 272
0, 6, 90, 127, 90, 127
0, 7, 44, 57, 44, 57
0, 8, 85, 109, 85, 109
0, 9, 158, 201, 158, 201
0, 10, 137, 181, 137, 181
0, 11, 86, 110, 86, 110
0, 12, 96, 123, 96, 123
0, 13, 123, 162, 123, 162
0, 14, 136, 184, 136, 184
0, 15, 220, 289, 220, 289
0, 16, 233, 295, 233, 295
0, 17, 214, 282, 214, 282
0, 18, 247, 323, 247, 323
0, 19, 311, 393, 311, 393
0, 20, 367, 463, 367, 463
