Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 60, 76, 60, 76
0, 1, 100, 126, 100, 126
0, 2, 111, 140, 111, 140
0, 3, 157, 198, 157, 198
0, 4, 200, 280, 200, 280
0, 5, 184, 260, 184, 260
0, 6, 171, 215, 171, 215
0, 7, 179, 226, 179, 226
0, 8, 183, 257, 183, 257
0, 9, 193, 270, 193, 270
0, 10, 171, 215, 171, 215
0, 11, 185, 251, 185, 251
0, 12, 213, 304, 213, 304
0, 13, 208, 313, 208, 313
0, 14, 258, 353, 258, 353
0, 15, 234, 338, 234, 338
0, 16, 233, 338, 233, 338
0, 17, 332, 446, 332, 446
0, 18, 0, 9223372036854775807, 0, 9223372036854775807
