Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 72, 91, 72, 91
0, 1, 92, 117, 92, 117
0, 2, 123, 155, 123, 155
0, 3, 195, 292, 195, 292
0, 4, 263, 377, 263, 377
0, 5, 202, 301, 202, 301
0, 6, 134, 221, 134, 221
0, 7, 80, 102, 80, 102
0, 8, 139, 176, 139, 176
0, 9, 176, 223, 176, 223
0, 10, 181, 229, 181, 229
0, 11, 191, 255, 191, 255
0, 12, 214, 317, 214, 317
0, 13, 89, 114, 89, 114
0, 14, 165, 210, 165, 210
0, 15, 105, 134, 105, 134
0, 16, 140, 178, 140, 178
0, 17, 117, 164, 117, 164
0, 18, 0, 9223372036854775807, 0, 9223372036854775807
0, 19, 250, 337, 250, 337
0, 20, 0, 9223372036854775807, 0, 9223372036854775807
0, 21, 0, 9223372036854775807, 0, 9223372036854775807
0, 22, 0, 9223372036854775807, 0, 9223372036854775807
0, 23, 0, 9223372036854775807, 0, 9223372036854775807
