Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 42, 53, 42, 53
0, 1, 112, 141, 112, 141
0, 2, 106, 133, 106, 133
0, 3, 163, 213, 163, 213
0, 4, 197, 256, 197, 256
0, 5, 178, 232, 178, 232
0, 6, 166, 242, 166, 242
0, 7, 69, 87, 69, 87
0, 8, 131, 165, 131, 165
0, 9, 167, 210, 167, 210
0, 10, 159, 240, 159, 240
0, 11, 181, 271, 181, 271
0, 12, 71, 90, 71, 90
0, 13, 85, 108, 85, 108
0, 14, 136, 172, 136, 172
0, 15, 215, 279, 215, 279
0, 16, 221, 306, 221, 306
0, 17, 138, 175, 138, 175
0, 18, 0, 9223372036854775807, 0, 9223372036854775807
0, 19, 0, 9223372036854775807, 0, 9223372036854775807
0, 20, 0, 9223372036854775807, 0, 9223372036854775807
