Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 67, 84, 67, 84
0, 1, 131, 165, 131, 165
0, 2, 79, 99, 79, 99
0, 3, 84, 106, 84, 106
0, 4, 95, 179, 95, 179
0, 5, 113, 202, 113, 202
0, 6, 154, 193, 154, 193
0, 7, 158, 205, 158, 205
0, 8, 222, 304, 222, 304
0, 9, 169, 238, 169, 238
0, 10, 136, 208, 136, 208
0, 11, 145, 220, 145, 220
0, 12, 180, 256, 180, 256
0, 13, 161, 240, 161, 240
0, 14, 163, 254, 163, 254
0, 15, 0, 9223372036854775807, 0, 9223372036854775807
0, 16, 214, 247, 214, 247
0, 17, 0, 9223372036854775807, 0, 9223372036854775807
0, 18, 0, 9223372036854775807, 0, 9223372036854775807
