Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 57, 72, 57, 72
0, 1, 126, 159, 126, 159
0, 2, 113, 142, 113, 142
0, 3, 173, 217, 173, 217
0, 4, 225, 283, 225, 283
0, 5, 221, 278, 221, 278
0, 6, 114, 144, 114, 144
0, 7, 118, 149, 118, 149
0, 8, 155, 202, 155, 202
0, 9, 192, 248, 192, 248
0, 10, 118, 150, 118, 150
0, 11, 183, 232, 183, 232
0, 12, 123, 166, 123, 166
0, 13, 0, 9223372036854775807, 0, 9223372036854775807
0, 14, 245, 283, 245, 283
0, 15, 219, 261, 219, 261
0, 16, 0, 9223372036854775807, 0, 9223372036854775807
0, 17, 0, 9223372036854775807, 0, 9223372036854775807
