Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 1, 2, 1, 2
0, 1, 31, 40, 31, 40
0, 2, 43, 55, 43, 55
0, 3, 59, 76, 59, 76
0, 4, 97, 124, 97, 124
0, 5, 128, 163, 128, 163
0, 6, 91, 116, 91, 116
0, 7, 100, 127, 100, 127
0, 8, 156, 197, 156, 197
0, 9, 144, 183, 144, 183
0, 10, 119, 150, 119, 150
0, 11, 179, 226, 179, 226
0, 12, 148, 200, 148, 200
0, 13, 145, 185, 145, 185
0, 14, 208, 262, 208, 262
0, 15, 194, 215, 194, 215
0, 16, 0, 9223372036854775807, 0, 9223372036854775807
0, 17, 0, 9223372036854775807, 0, 9223372036854775807
