Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 72, 90, 72, 90
0, 1, 79, 99, 79, 99
0, 2, 132, 165, 132, 165
0, 3, 203, 293, 203, 293
0, 4, 207, 293, 207, 293
0, 5, 228, 319, 228, 319
0, 6, 135, 209, 135, 209
0, 7, 168, 263, 168, 263
0, 8, 187, 287, 187, 287
0, 9, 182, 281, 182, 281
0, 10, 80, 100, 80, 100
0, 11, 82, 103, 82, 103
0, 12, 103, 154, 103, 154
0, 13, 113, 193, 113, 193
0, 14, 110, 226, 110, 226
0, 15, 162, 288, 162, 288
0, 16, 99, 164, 99, 164
0, 17, 119, 243, 119, 243
0, 18, 169, 306, 169, 306
0, 19, 131, 277, 131, 277
0, 20, 246, 285, 246, 285
0, 21, 255, 372, 255, 372
0, 22, 206, 341, 206, 341
0, 23, 215, 344, 215, 344
0, 24, 0, 9223372036854775807, 0, 9223372036854775807
0, 25, 0, 9223372036854775807, 0, 9223372036854775807
0, 26, 0, 9223372036854775807, 0, 9223372036854775807
