   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 16, 21, 2950, 1, normal 
0, 1, 0, 0, 44, 56, 2950, 1, normal 
0, 2, 0, 0, 40, 51, 2950, 1, normal 
0, 3, 0, 0, 20, 25, 2950, 1, fork 
0, 4, 0, 0, 32, 40, 2950, 1, normal 
0, 5, 0, 0, 68, 86, 2950, 1, normal 
0, 6, 0, 0, 10, 13, 2950, 1, normal 
0, 7, 0, 0, 8, 11, 2950, 1, fork 
0, 8, 0, 0, 1, 2, 2950, 1, normal 
0, 9, 0, 0, 79, 99, 2950, 1, normal 
0, 10, 0, 0, 17, 22, 2950, 1, normal 
0, 11, 0, 0, 78, 98, 2950, 1, normal 
0, 12, 0, 0, 56, 70, 2950, 1, normal 
0, 13, 0, 0, 16, 20, 2950, 1, normal 
0, 14, 0, 0, 60, 75, 2950, 1, normal 
0, 15, 0, 0, 78, 98, 2950, 1, normal 
0, 16, 0, 0, 23, 29, 2950, 1, normal 
0, 17, 0, 0, 6, 8, 2950, 1, normal 
0, 18, 0, 0, 63, 79, 2950, 1, join 
0, 19, 0, 0, 79, 99, 2950, 1, join 
0, 20, 0, 0, 0, 1, 2950, 1, normal 
0, 21, 0, 0, 19, 24, 2950, 1, normal 
0, 22, 0, 0, 78, 98, 2950, 1, normal 
0, 23, 0, 0, 60, 75, 2950, 1, normal 
0, 24, 0, 0, 11, 14, 2950, 1, normal 
